312783612	17064154643	baidu.com	123	421
123278332	17164154643	baidu.com	23	41
312783612	17264154643	baidu.com	12	33
312783612	17364154643	baidu.com	93	41
312783612	17464154643	baidu.com	1223	421
312783612	17564154643	baidu.com	113	213
312783612	17664154643	baidu.com	123	421
312783612	17064154643	baidu.com	23	2421
312783612	17164154643	baidu.com	413	2311
312783612	17264154643	baidu.com	153	42
312783612	17364154643	baidu.com	823	212
312783612	17464154643	baidu.com	33	43
312783612	17564154643	baidu.com	63	673
312783612	17064154643	baidu.com	13	42
123278332	17164154643	baidu.com	3	41
312783612	17264154643	baidu.com	12	3
312783612	17364154643	baidu.com	3	4
312783612	17464154643	baidu.com	123	42
312783612	17564154643	baidu.com	13	21
312783612	17664154643	baidu.com	123	42
312783612	17064154643	baidu.com	3	24
312783612	17164154643	baidu.com	413	231
312783612	17264154643	baidu.com	13	42
312783612	17364154643	baidu.com	83	212
312783612	17464154643	baidu.com	33	43
312783612	17564154643	baidu.com	53	63
